# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	9734
#@/user_id	xgh-macpro
mei ting shuo 	沒聽說	c=1 d=0.292293 t=9734
mei wen ti 	沒問題	c=3 d=1.70832e-06 t=9734
mei xi 	沒戲	c=1 d=2.75505e-11 t=9734
mei xia 	沒下	c=1 d=2.62702e-10 t=9734
mei xiang dao 	沒想到	c=0 d=7.92887e-07 t=9734
mei yong 	沒用	c=2 d=2.48247e-08 t=9734
mei you 	沒有	c=30 d=0.347779 t=9734
mei you zhi 	沒有值	c=1 d=0.000564257 t=9734
mei zhou 	每週	c=1 d=3.5449e-06 t=9734
mei zhuang 	沒裝	c=1 d=7.58256e-10 t=9734
mei zi 	妹子	c=14 d=0.743173 t=9734
mei zou 	沒走	c=1 d=0.00029902 t=9734
men 	們	c=3 d=2.78179e-07 t=9734
men jin 	門禁	c=1 d=0.302704 t=9734
men kou 	門口	c=1 d=9.83405e-10 t=9734
men mian 	門面	c=1 d=0.00481991 t=9734
meng 	盟	c=0 d=0.000193045 t=9734
meng jia 	艋舺	c=3 d=6.73095e-07 t=9734
mi 	覓	c=0 d=9.58635e-05 t=9734
mi ma 	密碼	c=2 d=6.98974e-10 t=9734
mi wu 	迷霧	c=2 d=1.47874e-05 t=9734
mian 	面	c=3 d=9.39972e-08 t=9734
mian fei 	免費	c=2 d=0.0528657 t=9734
mian le 	面了	c=1 d=5.68941e-13 t=9734
mian qiang 	勉強	c=1 d=0.0271874 t=9734
mian shang 	面上	c=1 d=7.8703e-07 t=9734
mian shi 	面試	c=0 d=7.87432e-14 t=9734
mian shi guan 	面試官	c=1 d=2.5371e-12 t=9734
mian shi ti 	面試題	c=3 d=1.94304e-06 t=9734
mian xiang 	面向	c=2 d=8.305e-08 t=9734
miao shu 	描述	c=1 d=0.26982 t=9734
ming 	名	c=7 d=1.88988 t=9734
ming 	命	c=1 d=3.9292e-11 t=9734
ming ling 	命令	c=1 d=0.00143012 t=9734
ming ling hang 	命令行	c=2 d=0.039981 t=9734
ming ming 	命名	c=1 d=0.683861 t=9734
ming ming 	明明	c=1 d=5.08188e-08 t=9734
ming tian 	明天	c=3 d=9.49419e-08 t=9734
ming xian 	明顯	c=1 d=5.06876e-07 t=9734
ming yuan 	茗園	c=1 d=0.615698 t=9734
ming yun 	命運	c=1 d=0.0968105 t=9734
ming zi 	名字	c=4 d=0.00904991 t=9734
mo 	膜	c=3 d=1.11687e-10 t=9734
mo bai 	膜拜	c=1 d=0.0198411 t=9734
mo ban 	模板	c=2 d=0.00504695 t=9734
mo kuai 	模塊	c=2 d=0.048194 t=9734
mo mie 	磨滅	c=1 d=4.90626e-06 t=9734
mo ren 	默認	c=8 d=6.219e-06 t=9734
mo ri 	末日	c=3 d=2.52201e-05 t=9734
mo sheng 	陌生	c=1 d=1.69628e-11 t=9734
mo sheng ren 	陌生人	c=3 d=5.91117e-11 t=9734
mo shi 	模式	c=3 d=0.0759148 t=9734
mou 	某	c=1 d=0.588605 t=9734
mu ban 	模板	c=2 d=0.00224634 t=9734
mu biao 	目標	c=1 d=5.20964e-06 t=9734
mu ke wang 	慕課網	c=2 d=3.1285e-06 t=9734
mu lu 	目錄	c=3 d=0.0155298 t=9734
mu you 	木有	c=1 d=8.36124e-13 t=9734
na 	吶	c=2 d=0.060205 t=9734
na 	哪	c=11 d=0.318234 t=9734
na 	拿	c=6 d=2.1026e-07 t=9734
na 	那	c=22 d=0.91008 t=9734
na bu chu shou 	拿不出手	c=1 d=3.41646e-13 t=9734
na dao 	拿到	c=1 d=1.5931e-08 t=9734
na duo 	納多	c=1 d=8.76276e-06 t=9734
na ge 	哪個	c=6 d=0.100763 t=9734
na ge 	那個	c=5 d=0.293757 t=9734
na ge qu 	那個區	c=1 d=4.27633e-07 t=9734
na ge ren 	那個人	c=1 d=1.37119e-08 t=9734
na jia 	那家	c=1 d=0.0291588 t=9734
na jiu 	那就	c=5 d=4.58279e-06 t=9734
na jiu shi 	那就是	c=1 d=2.24478e-13 t=9734
na li 	哪裏	c=9 d=0.116965 t=9734
na me 	那麼	c=5 d=0.002665 t=9734
na me jiu 	那麼久	c=1 d=2.22168e-09 t=9734
na ni 	那你	c=4 d=0.108067 t=9734
na shi 	那是	c=1 d=0.0158434 t=9734
na shi hou 	那時候	c=1 d=0.0314298 t=9734
na tian 	哪天	c=1 d=4.82319e-11 t=9734
na xie 	哪些	c=1 d=6.54104e-07 t=9734
na yang 	那樣	c=2 d=0.0724398 t=9734
na zhong 	那種	c=3 d=0.212248 t=9734
nai 	耐	c=4 d=0.000414732 t=9734
nai yi fu 	耐衣服	c=1 d=3.43301e-11 t=9734
nan 	南	c=0 d=0.0579842 t=9734
nan 	男	c=5 d=0.000410605 t=9734
nan du 	難度	c=1 d=1.48514e-06 t=9734
nan feng zi 	南峯子	c=2 d=0.582749 t=9734
nan jing 	南京	c=1 d=1.35732e-06 t=9734
nan shan 	南山	c=1 d=3.29896e-13 t=9734
nang 	囊	c=4 d=0.000408558 t=9734
nao 	鬧	c=5 d=0.000412664 t=9734
nao dai 	腦袋	c=1 d=6.9144e-13 t=9734
ne 	呢	c=13 d=0.00123137 t=9734
nei 	內	c=1 d=8.29805e-12 t=9734
nei bu 	內部	c=2 d=0.000320251 t=9734
nei cun 	內存	c=12 d=0.117655 t=9734
nei cun li 	內存裏	c=1 d=5.60089e-05 t=9734
nei gou 	內購	c=4 d=0.000113579 t=9734
nei rong 	內容	c=4 d=0.201311 t=9734
nei tui 	內推	c=1 d=1.56991e-12 t=9734
neng 	能	c=20 d=1.26981 t=9734
neng bu neng 	能不能	c=3 d=0.12682 t=9734
neng li 	能力	c=1 d=0.00404611 t=9734
ni 	你	c=94 d=2.57464 t=9734
ni ba 	你把	c=2 d=2.28805e-10 t=9734
ni dang shi 	你當時	c=1 d=0.105928 t=9734
ni de 	你的	c=8 d=0.362625 t=9734
ni dei 	你得	c=1 d=1.52274e-06 t=9734
ni dou 	你都	c=1 d=0.00909528 t=9734
ni gei 	你給	c=1 d=7.30037e-05 t=9734
ni hai 	你還	c=1 d=0.0500366 t=9734
ni hao 	你好	c=4 d=0.00209947 t=9734
ni jiao 	泥腳	c=0 d=0.000167826 t=9734
ni jiao sha 	泥腳啥	c=1 d=0.00168667 t=9734
ni ke 	你可	c=0 d=0.000292342 t=9734
ni ke neng 	你可能	c=1 d=0.00293808 t=9734
ni ke yi 	你可以	c=1 d=5.47674e-06 t=9734
ni mei 	你沒	c=1 d=0.00202943 t=9734
ni mei mei 	你妹妹	c=1 d=5.83046e-07 t=9734
ni men 	你們	c=16 d=0.427505 t=9734
ni ne 	你呢	c=1 d=0.0196437 t=9734
ni qing jia 	你請假	c=1 d=2.17769e-09 t=9734
ni ren shi 	你認識	c=1 d=7.90974e-07 t=9734
ni shi 	你是	c=4 d=0.0281744 t=9734
ni shi shuo 	你是說	c=1 d=0.122456 t=9734
ni shuo 	你說	c=1 d=4.13066e-11 t=9734
ni wai 	膩歪	c=0 d=1.60911e-09 t=9734
ni xian zai 	你現在	c=1 d=0.0206508 t=9734
ni yao 	你要	c=1 d=0.00123091 t=9734
ni ye 	你也	c=1 d=0.400517 t=9734
ni ying gai 	你應該	c=1 d=2.58747e-08 t=9734
ni yong 	你用	c=1 d=4.64449e-08 t=9734
ni zai 	你在	c=2 d=0.406606 t=9734
ni zhe che 	你這車	c=1 d=4.91979e-09 t=9734
ni zhe ge 	你這個	c=2 d=4.21788e-13 t=9734
ni zhe jiu 	你這就	c=1 d=1.04134e-06 t=9734
ni zhe xie 	你這些	c=1 d=5.40917e-07 t=9734
ni zhi qian 	你之前	c=1 d=0.00481991 t=9734
nian 	年	c=8 d=0.0741999 t=9734
nian biao 	年表	c=1 d=6.4137e-11 t=9734
nian di 	年底	c=1 d=0.00130702 t=9734
nian du 	年度	c=1 d=1.18878e-05 t=9734
nian hui 	年會	c=1 d=8.50957e-14 t=9734
nian jia 	年假	c=1 d=1.27497e-05 t=9734
nian qian 	年前	c=1 d=3.23253e-09 t=9734
nian qing 	年輕	c=1 d=2.11916e-12 t=9734
nian qing ren 	年輕人	c=1 d=3.09082e-11 t=9734
nian xin 	年薪	c=2 d=1.58622e-08 t=9734
niang 	釀	c=4 d=0.000404492 t=9734
niao 	鳥	c=4 d=0.000402475 t=9734
niao shi 	鳥事	c=1 d=6.47705e-09 t=9734
nie 	捏	c=4 d=0.000995518 t=9734
nin 	您	c=9 d=0.0194944 t=9734
nin de 	您的	c=1 d=0.0109985 t=9734
ning yuan 	寧願	c=1 d=2.06579e-06 t=9734
niu 	牛	c=5 d=0.0114771 t=9734
nong 	弄	c=6 d=0.000970935 t=9734
nong chang 	農場	c=1 d=1.20987e-06 t=9734
nong cun 	農村	c=1 d=1.19186e-06 t=9734
nong hao 	弄好	c=1 d=4.17217e-11 t=9734
nu 	怒	c=4 d=0.000675894 t=9734
nu li 	努力	c=1 d=3.71893e-11 t=9734
nuan 	暖	c=5 d=0.00114972 t=9734
nuo 	諾	c=4 d=0.000421 t=9734
nv 	女	c=5 d=0.955998 t=9734
nv you 	女友	c=2 d=1.04002e-11 t=9734
nve 	虐	c=7 d=0.00142772 t=9734
o 	哦	c=9 d=0.0439368 t=9734
ou 	偶	c=4 d=0.000710967 t=9734
ou lu 	歐陸	c=3 d=2.08849e-07 t=9734
ou mai ge 	鷗賣鴿	c=1 d=3.4837e-07 t=9734
pa 	怕	c=4 d=0.000951708 t=9734
pa chong 	爬蟲	c=1 d=0.0713613 t=9734
pa ni 	怕你	c=1 d=2.94769e-12 t=9734
pai 	拍	c=1 d=2.12356e-07 t=9734
pai 	排	c=6 d=0.000425231 t=9734
pai dui 	排隊	c=1 d=6.67431e-09 t=9734
pai hang 	排行	c=1 d=6.96349e-08 t=9734
pai qian 	派遣	c=1 d=0.0845848 t=9734
pai xu 	排序	c=1 d=6.99839e-08 t=9734
pan 	盤	c=5 d=0.0662049 t=9734
pan duan 	判斷	c=10 d=0.171186 t=9734
pan gu 	盤古	c=1 d=5.34334e-10 t=9734
pan tu 	叛徒	c=1 d=0.0271874 t=9734
pang 	胖	c=4 d=0.000435996 t=9734
pao 	跑	c=7 d=0.0614237 t=9734
pao bu dong 	跑不動	c=1 d=0.479505 t=9734
pao bu liao 	跑不了	c=1 d=0.000642592 t=9734
pao mian 	泡麪	c=1 d=0.0898153 t=9734
pei 	配	c=1 d=9.71272e-11 t=9734
pei 	陪	c=3 d=0.000263377 t=9734
pei he 	配合	c=1 d=8.17034e-06 t=9734
pei se 	配色	c=1 d=0.00155699 t=9734
pei xun 	培訓	c=7 d=0.460243 t=9734
pei zhi 	配置	c=2 d=0.000850514 t=9734
pen 	噴	c=4 d=0.000431658 t=9734
pen zi 	噴子	c=1 d=0.0188734 t=9734
peng 	碰	c=4 d=0.000433822 t=9734
peng dao 	碰到	c=1 d=0.346456 t=9734
peng you 	朋友	c=4 d=0.000281632 t=9734
pi 	屁	c=5 d=0.0645582 t=9734
pi 	批	c=1 d=2.83895e-11 t=9734
pi dan zhou 	皮蛋粥	c=1 d=9.35444e-10 t=9734
pi er te wo fu 	皮爾特沃夫	c=1 d=3.50117e-07 t=9734
pi yong 	屁用	c=1 d=0.00250366 t=9734
pian 	片	c=2 d=0.0192547 t=9734
pian 	篇	c=6 d=1.19981 t=9734
pian cha 	偏差	c=1 d=3.34824e-11 t=9734
pian er 	篇兒	c=0 d=7.44911e-08 t=9734
pian yi 	便宜	c=2 d=0.168761 t=9734
pian yi 	偏移	c=0 d=0.0748264 t=9734
pian yi liang 	偏移量	c=2 d=1.59568 t=9734
piao 	票	c=1 d=0.0227088 t=9734
piao 	飄	c=4 d=0.000429505 t=9734
piao liang 	漂亮	c=1 d=0.00111377 t=9734
pie 	撇	c=4 d=0.00105934 t=9734
pin 	品	c=4 d=0.000440378 t=9734
pin 	頻	c=0 d=3.80453e-15 t=9734
pin che 	拼車	c=1 d=0.591556 t=9734
pin fan 	頻繁	c=1 d=2.76218e-12 t=9734
ping 	評	c=1 d=1.39937e-12 t=9734
ping an 	平安	c=1 d=0.0261214 t=9734
ping guo 	蘋果	c=8 d=0.145829 t=9734
ping jia 	評價	c=2 d=0.160921 t=9734
ping mu 	屏幕	c=2 d=2.18259e-06 t=9734
ping shi 	平時	c=2 d=0.00327971 t=9734
ping xuan 	評選	c=1 d=5.39704e-10 t=9734
po 	破	c=1 d=0.0750201 t=9734
po jie 	破解	c=11 d=0.053397 t=9734
po jie ban 	破解版	c=2 d=2.27489e-09 t=9734
pu 	噗	c=1 d=6.41151e-07 t=9734
pu 	鋪	c=4 d=0.000736292 t=9734
pu ji 	普及	c=1 d=2.08116e-05 t=9734
pu tong 	普通	c=3 d=0.245565 t=9734
qi 	其	c=6 d=0.00359599 t=9734
qi 	器	c=0 d=0.0625002 t=9734
qi 	奇	c=1 d=0.104116 t=9734
qi 	期	c=3 d=0.794533 t=9734
qi 	起	c=2 d=7.30308e-09 t=9734
qi dong 	啓動	c=3 d=0.0119742 t=9734
qi ge 	七個	c=1 d=2.0772e-12 t=9734
qi lai 	起來	c=3 d=0.00641337 t=9734
qi ma 	起碼	c=1 d=1.21028e-10 t=9734
qi niu 	七牛	c=5 d=0.900324 t=9734
qi shi 	其實	c=6 d=0.0164918 t=9734
qi ta 	其他	c=8 d=0.49446 t=9734
qi xia 	旗下	c=1 d=2.91786e-10 t=9734
qi xing 	騎行	c=1 d=2.79042e-14 t=9734
qi yong 	棄用	c=1 d=0.0141223 t=9734
qi yuan 	起源	c=1 d=0.479505 t=9734
qi zhong 	其中	c=1 d=7.41449e-11 t=9734
qia 	掐	c=4 d=0.00105406 t=9734
qian 	前	c=10 d=0.0112827 t=9734
qian 	千	c=1 d=1.06274e-10 t=9734
qian 	欠	c=0 d=3.38132e-10 t=9734
qian 	錢	c=4 d=0.145157 t=9734
qian duan 	前端	c=2 d=0.904837 t=9734
qian duan shi jian 	前段時間	c=1 d=0.0241131 t=9734
qian fang bai ji 	千方百計	c=1 d=0.0057417 t=9734
qian gong zi 	欠工資	c=1 d=3.39827e-09 t=9734
qian liang tian 	前兩天	c=1 d=2.96196e-10 t=9734
qian mai 	錢買	c=0 d=1.6957e-08 t=9734
qian mian 	前面	c=1 d=2.28973e-11 t=9734
qian ren 	前人	c=1 d=0.00355287 t=9734
qian ru 	嵌入	c=1 d=5.14799e-13 t=9734
qian shen 	前身	c=1 d=4.14064e-10 t=9734
qian zhe 	前者	c=1 d=0.000147748 t=9734
qian zhui 	前綴	c=1 d=0.680451 t=9734
qiang 	強	c=4 d=0.000462175 t=9734
qiang du 	強度	c=1 d=4.33123e-10 t=9734
qiao 	巧	c=5 d=0.000619127 t=9734
qiao 	敲	c=3 d=0.00923273 t=9734
qie 	且	c=1 d=1.39528e-07 t=9734
qie 	切	c=5 d=0.00185279 t=9734
qie huan 	切換	c=0 d=0.0900324 t=9734
qin 	親	c=4 d=0.000471699 t=9734
qing 	情	c=0 d=9.66263e-10 t=9734
qing 	請	c=7 d=0.0999556 t=9734
qing chi fan 	請吃飯	c=1 d=1.6998e-06 t=9734
qing chu 	清楚	c=2 d=0.273898 t=9734
qing chu 	清除	c=2 d=2.47513e-07 t=9734
qing diao 	請掉	c=1 d=8.55077e-12 t=9734
qing jia 	請假	c=1 d=0.0248475 t=9734
qing kuang 	情況	c=4 d=0.0202085 t=9734
qing qiu 	請求	c=3 d=9.32501e-10 t=9734
qing qu 	情趣	c=1 d=3.57372e-13 t=9734
qing shu ru 	請輸入	c=2 d=1.53919e-07 t=9734
qing song 	輕鬆	c=1 d=3.90761e-05 t=9734
qing xian 	清閒	c=2 d=0.00129823 t=9734
qiong 	瓊	c=4 d=0.0010488 t=9734
qiu 	求	c=4 d=0.136524 t=9734
qiu 	球	c=5 d=0.000583942 t=9734
qu 	區	c=1 d=8.05718e-07 t=9734
qu 	去	c=17 d=0.130169 t=9734
qu 	取	c=2 d=0.000406586 t=9734
qu bie 	區別	c=4 d=7.8252e-06 t=9734
qu chu 	去除	c=1 d=3.92787e-07 t=9734
qu diao 	去掉	c=2 d=3.35086e-10 t=9734
qu le 	去了	c=2 d=2.58536e-08 t=9734
qu na 	去哪	c=1 d=1.04674e-08 t=9734
qu qu qu 	去去去	c=1 d=3.1696e-13 t=9734
qu se 	取色	c=1 d=0.909373 t=9734
qu shi 	趨勢	c=1 d=3.2175e-13 t=9734
qu xiao 	取消	c=3 d=0.012755 t=9734
qu yu 	趨於	c=1 d=2.20452e-06 t=9734
qu zhe li 	去這裏	c=3 d=0.0154699 t=9734
qu zhi 	取值	c=3 d=0.000135709 t=9734
quan 	全	c=6 d=0.000272757 t=9734
quan bu 	全部	c=1 d=0.000305061 t=9734
quan jiao 	全角	c=1 d=7.31927e-06 t=9734
quan ju 	全局	c=3 d=0.00146254 t=9734
quan ju hong 	全局宏	c=1 d=0.0146986 t=9734
quan pin 	全拼	c=1 d=9.30461e-06 t=9734
quan zhan 	全棧	c=1 d=7.79596e-13 t=9734
quan zi 	圈子	c=1 d=0.429557 t=9734
que 	卻	c=4 d=0.00104357 t=9734
que ding 	確定	c=2 d=0.00637737 t=9734
que ren 	確認	c=2 d=0.00625108 t=9734
que shao 	缺少	c=1 d=0.0033796 t=9734
qun 	羣	c=9 d=0.451108 t=9734
qun li 	羣裏	c=2 d=6.17765e-05 t=9734
qun zhu 	羣主	c=3 d=0.0247487 t=9734
ran 	然	c=5 d=0.0443786 t=9734
ran er 	然而	c=6 d=0.0473457 t=9734
ran hou 	然後	c=5 d=5.75754e-06 t=9734
rang 	讓	c=9 d=0.576538 t=9734
rang ni 	讓你	c=1 d=4.34022e-05 t=9734
rao 	繞	c=4 d=0.000448516 t=9734
rao guo 	繞過	c=1 d=0.000876127 t=9734
rao yun 	繞暈	c=1 d=0.00289433 t=9734
re 	熱	c=4 d=0.00100552 t=9734
ren 	人	c=18 d=0.00252931 t=9734
ren 	仁	c=2 d=1.56667e-05 t=9734
ren bu chu 	認不出	c=1 d=6.19099e-07 t=9734
ren duo 	人多	c=1 d=8.78544e-07 t=9734
ren jia 	人家	c=2 d=0.00932552 t=9734
ren jian 	人件	c=1 d=0.951229 t=9734
ren sheng 	人生	c=0 d=0.00702989 t=9734
ren sheng ying jia 	人生贏家	c=2 d=0.0706513 t=9734
ren shi 	認識	c=6 d=0.000337151 t=9734
ren shou 	忍受	c=1 d=0.0294518 t=9734
ren shuo 	人說	c=1 d=0.00394621 t=9734
ren wu 	任務	c=7 d=2.94726e-07 t=9734
ren xing 	任性	c=1 d=8.25807e-14 t=9734
ren yuan 	人員	c=2 d=0.00228817 t=9734
ren zhe 	忍者	c=1 d=0.0939493 t=9734
ren zhen 	認真	c=1 d=0.32628 t=9734
reng 	仍	c=5 d=0.000500867 t=9734
reng you 	仍有	c=1 d=0.00290884 t=9734
ri 	日	c=4 d=0.000732619 t=9734
ri bao 	日報	c=1 d=1.14236e-07 t=9734
ri yu 	日語	c=1 d=1.4962e-05 t=9734
ri zhi 	日誌	c=18 d=0.822826 t=9734
rong 	冗	c=4 d=0.000874156 t=9734
rong liang 	容量	c=1 d=1.39215e-10 t=9734
rong qi 	容器	c=6 d=8.71113e-07 t=9734
rong yi 	容易	c=2 d=6.41871e-06 t=9734
rou 	肉	c=4 d=0.000400468 t=9734
ru 	入	c=1 d=0.0238732 t=9734
ru 	如	c=3 d=0.000270044 t=9734
ru ci 	如此	c=2 d=0.00396599 t=9734
ru guo 	如果	c=10 d=0.734491 t=9734
ru hang 	入行	c=1 d=2.19465e-12 t=9734
ru he 	如何	c=3 d=0.778801 t=9734
ru hua 	如花	c=1 d=0.0015648 t=9734
ru kou 	入口	c=1 d=1.30747e-07 t=9734
ru men 	入門	c=4 d=1.4371e-05 t=9734
ru shou 	入手	c=1 d=1.53037e-06 t=9734
ruan 	軟	c=6 d=0.00138238 t=9734
ruan jian 	軟件	c=3 d=2.19587e-09 t=9734
rui 	瑞	c=4 d=0.000495884 t=9734
ruo 	弱	c=2 d=5.35852e-07 t=9734
ruo 	若	c=5 d=0.000740849 t=9734
sa 	颯	c=4 d=0.00101578 t=9734
sai 	塞	c=1 d=2.65252e-06 t=9734
sai 	賽	c=4 d=0.000450764 t=9734
san 	三	c=5 d=0.000521872 t=9734
san ge 	三個	c=2 d=0.444863 t=9734
san jian shu shi dai 	三尖樹時代	c=1 d=8.17034e-06 t=9734
san jiao 	三角	c=0 d=8.0487e-07 t=9734
san jiao shu 	三角樹	c=2 d=1.62186e-05 t=9734
san le 	散了	c=1 d=3.83088e-07 t=9734
san yan liang yu 	三言兩語	c=1 d=4.84819e-13 t=9734
san zhong 	三種	c=1 d=1.15384e-07 t=9734
sang 	桑	c=4 d=0.000538971 t=9734
sao 	掃	c=4 d=0.000478827 t=9734
sao nan 	騷男	c=5 d=0.812628 t=9734
se 	色	c=4 d=0.00106999 t=9734
sen 	森	c=4 d=0.000533609 t=9734
seng 	僧	c=4 d=0.000536283 t=9734
sha 	啥	c=10 d=0.0455557 t=9734
sha shi 	啥事	c=1 d=0.384812 t=9734
sha shi hou 	啥時候	c=1 d=0.559898 t=9734
sha ye mei 	啥也沒	c=1 d=9.33029e-09 t=9734
shai 	曬	c=4 d=0.000946962 t=9734
shan 	刪	c=5 d=0.315057 t=9734
shan 	山	c=4 d=0.000937539 t=9734
shan bei 	扇貝	c=2 d=2.19163e-07 t=9734
shan chu 	刪除	c=9 d=0.248366 t=9734
shan di 	山地	c=0 d=2.73516e-15 t=9734
shan di che 	山地車	c=1 d=2.74887e-14 t=9734
shan diao 	刪掉	c=3 d=2.96811e-05 t=9734
shan he 	山河	c=2 d=3.1307e-07 t=9734
shan le 	刪了	c=1 d=0.307279 t=9734
shang 	上	c=17 d=0.716176 t=9734
shang ban 	上班	c=7 d=0.377192 t=9734
shang ban le 	上班了	c=1 d=9.64261e-14 t=9734
shang ci 	上次	c=8 d=3.74021e-05 t=9734
shang de 	上的	c=0 d=0.0882496 t=9734
shang hai 	上海	c=2 d=0.00744658 t=9734
shang jia 	上架	c=4 d=1.52695e-07 t=9734
shang jia 	商家	c=1 d=2.55598e-11 t=9734
shang lai 	上來	c=1 d=5.5633e-14 t=9734
shang mian 	上面	c=1 d=0.22091 t=9734
shang qu 	上去	c=1 d=0.353455 t=9734
shang ren 	商人	c=1 d=1.16524e-05 t=9734
shang sheng 	上升	c=1 d=0.0105145 t=9734
shang shou 	上手	c=1 d=0.00126512 t=9734
shang tu 	上圖	c=1 d=2.45025e-14 t=9734
shang wei 	上位	c=1 d=0.000119762 t=9734
shang xian 	上線	c=2 d=1.01019e-05 t=9734
shang yi 	上移	c=1 d=0.162838 t=9734
shang zhou 	上週	c=1 d=9.28375e-09 t=9734
shao 	少	c=7 d=0.436992 t=9734
shao nian 	少年	c=1 d=6.43139e-14 t=9734
shao yong 	少用	c=1 d=0.514274 t=9734
she 	設	c=5 d=0.147708 t=9734
she bei 	設備	c=3 d=0.00194986 t=9734
she ji 	涉及	c=1 d=8.4876e-13 t=9734
she ji 	設計	c=2 d=0.148555 t=9734
she jian 	舌尖	c=0 d=0.0882496 t=9734
she jian shang de 	舌尖上的	c=3 d=0.976051 t=9734
she jian shang de xin nian 	舌尖上的新年	c=1 d=0.895834 t=9734
she zhi 	設置	c=11 d=0.103315 t=9734
shen 	審	c=2 d=3.85268e-07 t=9734
shen 	深	c=4 d=0.000918975 t=9734
shen feng 	神峰	c=0 d=3.62587e-08 t=9734
shen he 	審覈	c=4 d=3.32038e-05 t=9734
shen me 	什麼	c=35 d=1.01957 t=9734
shen me gui 	什麼鬼	c=2 d=0.00126207 t=9734
shen me yi si 	什麼意思	c=2 d=0.0155298 t=9734
shen me yuan yin 	什麼原因	c=1 d=0.0159229 t=9734
shen qing 	申請	c=1 d=0.00600598 t=9734
shen su 	申訴	c=2 d=3.08976e-07 t=9734
shen zhen 	深圳	c=11 d=0.000446605 t=9734
shen zhi 	甚至	c=1 d=3.84276e-14 t=9734
shen zhi yuan 	深職院	c=1 d=0.298197 t=9734
sheng 	剩	c=2 d=0.000407053 t=9734
sheng 	生	c=2 d=1.14179e-11 t=9734
sheng 	省	c=4 d=0.000923581 t=9734
sheng cheng 	生成	c=1 d=8.85233e-08 t=9734
sheng duo shao 	剩多少	c=1 d=9.25821e-06 t=9734
sheng ji 	升級	c=1 d=0.0131676 t=9734
sheng lve 	省略	c=1 d=0.000252273 t=9734
sheng ming 	聲明	c=10 d=0.593342 t=9734
sheng ming zhou qi 	生命週期	c=1 d=8.68e-12 t=9734
sheng shi 	省事	c=1 d=5.14711e-11 t=9734
sheng yi 	生意	c=1 d=1.68724e-07 t=9734
shi 	是	c=111 d=2.74107 t=9734
shi 	時	c=6 d=2.02419 t=9734
shi ba 	是吧	c=3 d=0.0168268 t=9734
shi bai 	失敗	c=1 d=0.0213502 t=9734
shi bie 	識別	c=1 d=0.018054 t=9734
shi bu 	是不	c=3 d=0.285247 t=9734
shi bu shi 	是不是	c=10 d=0.339599 t=9734
shi cong 	侍從	c=1 d=2.99122e-08 t=9734
shi dai 	時代	c=2 d=0.225373 t=9734
shi de 	使得	c=1 d=0.0026852 t=9734
shi de 	是的	c=1 d=1.86501e-09 t=9734
shi dian 	十點	c=1 d=3.37374e-12 t=9734
shi fou 	是否	c=7 d=0.183256 t=9734
shi ge 	十個	c=3 d=0.0358284 t=9734
shi gui 	屍鬼	c=1 d=0.913931 t=9734
shi he 	適合	c=4 d=0.879645 t=9734
shi hou 	時候	c=18 d=0.604669 t=9734
shi ji 	實際	c=1 d=1.92246e-13 t=9734
shi ji shang 	實際上	c=1 d=1.51984e-13 t=9734
shi jian 	事件	c=4 d=0.0190317 t=9734
shi jian 	實踐	c=2 d=3.08364e-06 t=9734
shi jian 	時間	c=7 d=0.00393403 t=9734
shi jian yuan 	事件源	c=1 d=1.15962e-07 t=9734
shi jie 	世界	c=3 d=0.00377094 t=9734
shi jin zhi 	十進制	c=2 d=2.02234e-13 t=9734
shi le 	試了	c=2 d=2.79975e-10 t=9734
shi li 	實例	c=4 d=1.57803 t=9734
shi ma 	是嗎	c=1 d=2.12393e-09 t=9734
shi me 	是麼	c=1 d=6.16221e-11 t=9734
shi pin 	視頻	c=12 d=3.46277e-06 t=9734
shi qing 	事情	c=2 d=2.5258e-07 t=9734
shi shi 	實時	c=2 d=0.466293 t=9734
shi shi 	試試	c=4 d=0.000662222 t=9734
shi ti 	實體	c=1 d=1.84582e-05 t=9734
shi tu 	視圖	c=1 d=0.111359 t=9734
shi tu 	試圖	c=1 d=2.83751e-05 t=9734
shi wu 	事物	c=1 d=0.00384878 t=9734
shi wu 	實物	c=1 d=3.13593e-05 t=9734
shi xi 	實習	c=1 d=6.45923e-06 t=9734
shi xi sheng 	實習生	c=2 d=1.64156 t=9734
shi xian 	事先	c=1 d=2.48559e-06 t=9734
shi xian 	實現	c=11 d=1.46044 t=9734
shi xiao 	時效	c=2 d=6.43246e-07 t=9734
shi yan 	實驗	c=1 d=7.39283e-06 t=9734
shi yao 	是要	c=1 d=3.38189e-11 t=9734
shi ye 	事業	c=1 d=0.0685631 t=9734
shi yong 	使用	c=43 d=3.05785 t=9734
shi yong 	適用	c=1 d=0.165298 t=9734
shi yong shou ce 	使用手冊	c=1 d=0.00162054 t=9734
shi zhong 	始終	c=1 d=2.90232e-06 t=9734
shi zhong 	食種	c=1 d=0.810584 t=9734
shi zu 	師祖	c=1 d=2.43132e-11 t=9734
shou 	收	c=5 d=0.00131008 t=9734
shou cang 	收藏	c=1 d=0.429558 t=9734
shou ci 	首次	c=1 d=0.0119145 t=9734
shou dao 	收到	c=1 d=4.09874e-08 t=9734
shou dong 	手動	c=1 d=1.613e-07 t=9734
